economicsfinancedomain	corefinance	americancalloptions	SalKhan	12739	http://www.khanacademy.org/api/internal/videos/3o82OwR78wU/transcript
humanities	art1010	jasperjohnsflag	BethHarrisStevenZucker	13843	http://www.khanacademy.org/api/internal/videos/PywR3Pn7ZlU/transcript	ad-reinhardt-abstract-painting-1963
